-2142573674,-2141451843,-2141155201,-2139253204,-2138942380,-2137395452
-2143279903,-2141723502,-2140983064,-2139905095,-2139021721,-2137623487
-2143066766,-2141642143,-2140858189,-2139708112,-2138432048,-2137761848
12720740,12720788,12720764,12720770,12720776,12720782
12720584,12720597,12720636,12720649,12720662,12720675
-2142403607,-2141951862,-2141046080,-2139821839,-2138828753,-2137853447
-2142616744,-2142033221,-2141170955,-2140018822,-2138369850,-2137715086
-2143260581,-2141636904,-2140404794,-2139483377,-2138477103,-2137627337
-2142767489,-2141446604,-2140701806,-2140077045,-2138987435,-2137260941
-2142489747,-2142066042,-2141077588,-2139255923,-2138732269,-2137444139
-2142511282,-2141832443,-2140561177,-2139114444,-2138970292,-2137079668
-2142274397,-2141256304,-2140998818,-2139622137,-2138449191,-2137943121
-2143172228,-2141842921,-2140419391,-2139563914,-2138880182,-2137348690
-2142916021,-2142228760,-2140278762,-2139649889,-2138863039,-2137167417
-2142872951,-2141647382,-2140263008,-2139932847,-2138386993,-2137896359
-2142360537,-2141370484,-2141030326,-2140104797,-2138352707,-2137533813
12720579,12720592,12720631,12720644,12720657,12720670
-2143088301,-2141408544,-2140341778,-2139566633,-2138670071,-2137397377
12720576,12720589,12720628,12720641,12720654,12720667
12720684,12720691,12720712,12720719,12720726,12720733
12720577,12720590,12720629,12720642,12720655,12720668
-2142339002,-2141604083,-2140498161,-2139197700,-2138114684,-2137898284
-2142276610,-2141984683,-2140952713,-2140107516,-2138142596,-2137582500
-2142959091,-2141761562,-2140294516,-2139366931,-2138290509,-2137487051
-2143215298,-2141375723,-2140435145,-2139280956,-2138307652,-2137668324
12720580,12720593,12720632,12720645,12720658,12720671
12720741,12720747,12720789,12720790,12720791,12720792
-2142982839,-2141207766,-2140780576,-2139710831,-2138221937,-2137810535
-2142829881,-2142114580,-2140247254,-2139167229,-2138959523,-2137576725
-2143174441,-2141522724,-2140373286,-2140049293,-2138573587,-2138036645
-2142530604,-2141919041,-2141139447,-2139536162,-2138466334,-2137075818
-2142681349,-2141332424,-2140670298,-2139594385,-2139083919,-2137670249
-2142961304,-2141441365,-2140248411,-2139852310,-2139032490,-2137126430
