-2138332634,-2137459601
-2138573935,-2137134122
-2138426657,-2137294468
-2139013933,-2137108480
-2138667958,-2138017565
-2138930561,-2137903716
-2138155239,-2137371394
-2138270564,-2137417891
-2138678609,-2137599092
-2138657307,-2137387462
-2138501214,-2137510885
-2138259913,-2137836364
-2139067188,-2137113267
15601544,15601557
15601543,15601556
-2138721213,-2138022352
-2139056537,-2137531740
-2138584586,-2137764225
-2138227960,-2138043207
-2138469261,-2137717728
-2138375238,-2137882861
15601541,15601554
15601668,15601680
-2138343285,-2137041128
-2138689260,-2137180619
-2139088490,-2137324897
-2138206658,-2137831577
-2138847189,-2137650376
-2138699911,-2137810722
15601545,15601558
-2138490563,-2137929358
15601669,15601722
15601667,15601679
-2138196007,-2137201474
-2138112635,-2137996710
-2138552633,-2137971068
15601671,15601683
-2139077839,-2137743370
-2138825887,-2137438746
-2138133937,-2137159764
15601731,15601684
15601548,15601561
-2138311332,-2137247971
-2139035235,-2137320110
-2138595237,-2137345752
15601539,15601552
-2138887957,-2137480456
15601542,15601555
-2138385889,-2137464388
-2138458610,-2137087625
15601672,15601684
-2138353936,-2137671231
15601539,15601552
-2138541982,-2137340965
-2138962514,-2137696873
-2138091333,-2137785080
15601665,15601677
-2138217309,-2137413104
15601666,15601678
-2138815236,-2137857219
-2138804585,-2137227116
15601540,15601553
15601547,15601560
-2138941212,-2137485243
-2139045886,-2137950213
-2138793934,-2137645589
-2138101984,-2137366607
-2138772632,-2137433959
15601714,15601715
15601718,15601719
15601670,15601682
-2138605888,-2137975855
-2138249262,-2137206261
15601669,15601681
-2138364587,-2137252758
-2138144588,-2137789867
-2138447959,-2137506098
-2138479912,-2137299255
-2138080682,-2137154977
-2138909259,-2137692086
-2138437308,-2137924571
-2138710562,-2137392249
-2139067188,-2137113267
-2138836538,-2137020273
-2138563284,-2137552595
15601550,15601563
15601549,15601562
15601546,15601559
-2138898608,-2137061983
-2138731864,-2137603879
-2139024584,-2137738583
-2139088490,-2137324897
-2138919910,-2137273613
-2138321983,-2137878074
-2138951863,-2137066770
-2138238611,-2137624734
-2139077839,-2137743370
-2138123286,-2137578237
-2138616539,-2137557382
-2138783283,-2137015486
