19546018,19546031,19546044,19546057,19546070
-2147047535,-2145670591,-2144802783,-2144193620,-2142249799
-2146796228,-2145657946,-2144355884,-2143415809,-2143052742
-2146695624,-2146079254,-2144425360,-2143499493,-2142582482
-2147033221,-2146025417,-2144635397,-2144223162,-2143197321
19546020,19546033,19546046,19546059,19546072
-2146616491,-2145968323,-2144745915,-2143538864,-2142263803
-2147385132,-2145616754,-2145012820,-2143868713,-2142864638
-2147061849,-2146364341,-2144970169,-2144164078,-2142350853
-2147305999,-2145505823,-2145333375,-2143908084,-2142545959
-2146961245,-2145737073,-2145039645,-2144247762,-2142929169
19546094,19546099,19546104,19546109,19546114
-2147083320,-2145832102,-2145221248,-2144119765,-2142502434
19546017,19546030,19546043,19546056,19546069
-2146939774,-2146269312,-2144788566,-2144292075,-2142777588
-2147162453,-2145943033,-2144900693,-2144080394,-2142821113
-2147277371,-2146215475,-2144998603,-2143967168,-2142343851
-2146738566,-2146063352,-2144927518,-2143410867,-2142885644
-2147263057,-2145521725,-2144831217,-2143996710,-2142242797
-2146709938,-2145724428,-2144592746,-2143469951,-2142683536
-2147435231,-2145423439,-2144550095,-2143765316,-2143218327
-2147191081,-2146281957,-2145235465,-2144021310,-2143023221
-2146968402,-2145559660,-2145123338,-2144232991,-2142979696
-2146932617,-2145398149,-2144704873,-2144306846,-2142727061
-2147435231,-2145423439,-2144550095,-2143765316,-2143218327
-2147377975,-2145794167,-2144929127,-2143883484,-2142814111
-2147198238,-2146104544,-2145319158,-2144006539,-2143073748
-2146954088,-2145914486,-2144955952,-2144262533,-2142878642
-2147176767,-2145588207,-2145068079,-2144050852,-2142922167
-2146501573,-2145695881,-2144648005,-2143652090,-2142741065
-2147406603,-2146133091,-2145263899,-2143824400,-2143016219
-2146810542,-2146351696,-2144523270,-2143386267,-2143153796
-2147420917,-2145778265,-2144382709,-2143794858,-2143117273
-2147428074,-2145600852,-2144466402,-2143780087,-2143167800
-2146839170,-2145642044,-2144858042,-2143327183,-2142307328
-2146918303,-2145752975,-2144537487,-2144336388,-2142626007
19546015,19546028,19546041,19546054,19546067
-2146717095,-2145547015,-2144676439,-2143455180,-2142734063
-2146573549,-2145984225,-2145292333,-2143627490,-2143009217
-2146494416,-2145873294,-2144564312,-2143666861,-2142690538
-2146465788,-2145534370,-2145278116,-2143725945,-2142488430
-2147392289,-2145439341,-2145096513,-2143853942,-2142915165
-2146925460,-2145575562,-2144621180,-2144321617,-2142676534
-2146566392,-2146161638,-2145208640,-2143642261,-2142958690
-2146480102,-2146228120,-2144396926,-2143696403,-2142589484
19546026,19546039,19546052,19546065,19546078
-2146587863,-2145629399,-2144411143,-2143597948,-2143110271
-2146487259,-2146050707,-2144480619,-2143681632,-2142640011
19546019,19546032,19546045,19546058,19546071
19546127,19546151,19546135,19546139,19546143
-2146731409,-2146240765,-2144843825,-2143425638,-2142835117
19546015,19546028,19546041,19546054,19546067
-2147155296,-2146120446,-2144817000,-2144095165,-2142770586
-2147076163,-2146009515,-2145137555,-2144134536,-2142451907
-2146824856,-2145996870,-2144690656,-2143356725,-2143254850
-2147169610,-2145765620,-2144984386,-2144065623,-2142871640
-2147069006,-2146186928,-2145053862,-2144149307,-2142401380
19546125,19546129,19546133,19546137,19546141
-2146803385,-2145480533,-2144439577,-2143401038,-2143103269
19546022,19546035,19546048,19546061,19546074
-2147183924,-2145410794,-2145151772,-2144036081,-2142972694
-2147313156,-2146376986,-2144368492,-2143893313,-2142596486
19546127,19546131,19546135,19546139,19546143
-2147413760,-2145955678,-2145347592,-2143809629,-2143066746
-2146946931,-2146091899,-2144872259,-2144277304,-2142828115
19546096,19546101,19546106,19546111,19546116
-2146595020,-2145451986,-2144494836,-2143583177,-2143160798
19546126,19546130,19546134,19546138,19546142
-2147270214,-2146392888,-2144914910,-2143981939,-2142293324
-2147298842,-2145683236,-2145249682,-2143922855,-2142495432
-2147399446,-2146310504,-2145180206,-2143839171,-2142965692
19546016,19546029,19546042,19546055,19546068
-2147054692,-2145493178,-2144886476,-2144178849,-2142300326
-2146702781,-2145901841,-2144509053,-2143484722,-2142633009
-2147428074,-2145600852,-2144466402,-2143780087,-2143167800
-2147420917,-2145778265,-2144382709,-2143794858,-2143117273
-2147040378,-2145848004,-2144719090,-2144208391,-2143247848
19546023,19546036,19546049,19546062,19546075
19546024,19546037,19546050,19546063,19546076
-2146832013,-2145819457,-2144774349,-2143341954,-2142256801
-2146724252,-2146418178,-2144760132,-2143440409,-2142784590
19546095,19546100,19546105,19546110,19546115
-2146451474,-2145889196,-2145110730,-2143755487,-2142387376
19546097,19546102,19546107,19546112,19546117
19546021,19546034,19546047,19546060,19546073
-2147148139,-2146297859,-2144733307,-2144109936,-2142720059
-2146681310,-2146434080,-2145306550,-2143529035,-2142481428
-2146688467,-2146256667,-2144341667,-2143514264,-2142531955
19546025,19546038,19546051,19546064,19546077
-2146817699,-2146174283,-2144606963,-2143371496,-2143204323
-2147284528,-2146038062,-2145082296,-2143952397,-2142394378
-2146580706,-2145806812,-2145376026,-2143612719,-2143059744
-2146602177,-2146323149,-2144578529,-2143568406,-2143211325
-2147291685,-2145860649,-2145165989,-2143937626,-2142444905
-2146609334,-2146145736,-2144662222,-2143553635,-2143261852
-2146458631,-2145711783,-2145194423,-2143740716,-2142437903
-2146853484,-2146335794,-2145025428,-2143297641,-2142408382
-2146472945,-2146405533,-2145361809,-2143711174,-2142538957
-2146846327,-2145464631,-2144941735,-2143312412,-2142357855
-2147320313,-2146199573,-2144452185,-2143878542,-2142647013
