-2147010271,-2146248403,-2144586523
-2147428067,-2145871783,-2145360943
-2146899693,-2145454521,-2145199841
-2147325661,-2145912425,-2145247889
-2147483356,-2145744436,-2145054284
-2146584303,-2145790499,-2144538475
-2147065560,-2146121056,-2145328440
-2147057388,-2146335108,-2145006236
-2147254028,-2145419300,-2144910140
-2146993927,-2145627931,-2144990691
-2146741998,-2145622510,-2144344870
-2146553530,-2146324266,-2144763170
-2147215083,-2146167119,-2144812631
-2146678537,-2145963909,-2145377901
-2146442952,-2145530384,-2145376488
-2146805459,-2146329687,-2144360415
-2147262200,-2146253824,-2145232344
-2146813631,-2146115635,-2144682619
-2146844404,-2145581868,-2144457924
-2147120849,-2145993709,-2145021781
-2146623248,-2146091256,-2144635984
-2147475184,-2145958488,-2144732080
-2146576131,-2146004551,-2145264847
-2146545358,-2145489742,-2144440966
-2147104505,-2146421813,-2144377373
-2147436239,-2145657731,-2144634571
-2146907865,-2146289045,-2144473469
-2147475184,-2145958488,-2144732080
-2147231427,-2145739015,-2144408463
-2147159794,-2146294466,-2145119290
-2146891521,-2145668573,-2144877637
-2147317489,-2146126477,-2144925685
-2146655936,-2146283624,-2144876224
-2147467012,-2146172540,-2144409876
-2147018443,-2146034351,-2144908727
-2147206911,-2146381171,-2144490427
-2147112677,-2146207761,-2144699577
-2146711225,-2146156277,-2144569565
-2146694881,-2145535805,-2144973733
-2147309317,-2146340529,-2144603481
-2146647764,-2145449100,-2144554020
-2147223255,-2145953067,-2145134835
-2146954982,-2146375750,-2144893182
-2146916037,-2146074993,-2144795673
-2147026615,-2145820299,-2145230931
-2147342005,-2145484321,-2144843721
-2146758342,-2146242982,-2144989278
-2146938638,-2145755278,-2145297350
-2146592475,-2145576447,-2144860679
-2147364606,-2146213182,-2145345398
-2147483356,-2145744436,-2145054284
-2147151622,-2145459942,-2144797086
-2146797287,-2145495163,-2145086787
-2146529014,-2145917846,-2144845134
-2146852576,-2146416392,-2144780128
-2146498241,-2145403037,-2145069829
-2146860748,-2146202340,-2145102332
-2147380950,-2145785078,-2144941230
-2147286716,-2145611668,-2145150380
-2147049216,-2145500584,-2144684032
-2147278544,-2145825720,-2144828176
-2147129021,-2145779657,-2145343985
-2147167966,-2146080414,-2144392918
-2147372778,-2145999130,-2144619026
-2146608819,-2146196919,-2144456511
-2146733826,-2145836562,-2145071242
-2147270372,-2146039772,-2144505972
-2147419895,-2146085835,-2145038739
-2146780943,-2145923267,-2144442379
-2146600647,-2146410971,-2145182883
-2147389122,-2145571026,-2145263434
-2147176138,-2145866362,-2144715122
-2147444411,-2145443679,-2144956775
-2147467012,-2146172540,-2144409876
-2146520842,-2146131898,-2144522930
-2146868920,-2145988288,-2144375960
-2146451124,-2146364908,-2144650116
-2147073732,-2145907004,-2144602068
-2146836232,-2145795920,-2145184296
-2146946810,-2145541226,-2144570978
-2146686709,-2145749857,-2144651529
-2146750170,-2145408458,-2144667074
-2147333833,-2145698373,-2144521517
-2147002099,-2145413879,-2145312895
-2146963154,-2146161698,-2145215386
-2146789115,-2145709215,-2144764583
-2146631420,-2145877204,-2144958188
-2147444411,-2145443679,-2144956775
-2147411723,-2146299887,-2144716535
-2146971326,-2145947646,-2144489014
-2146537186,-2145703794,-2145167338
-2147356434,-2146427234,-2145023194
-2146703053,-2146370329,-2145295937
-2146481897,-2145831141,-2144425421
-2146639592,-2145663152,-2145280392
-2147184310,-2145652310,-2145037326
-2147096333,-2145587289,-2145103745
-2146490069,-2145617089,-2144747625
-2146473725,-2146045193,-2145151793
-2146465553,-2146259245,-2144829589
