-2146644239,-2146430070
-2146468584,-2145646043
-2146990195,-2145391114
-2147006178,-2146170701
-2147123255,-2145394814
-2146974212,-2145660103
-2147139238,-2146174401
-2147458582,-2146183281
-2146724075,-2146432290
-2147245686,-2146177361
-2147261669,-2145908372
-2146952954,-2146169221
-2147394729,-2145912072
-2146718721,-2145922432
-2147112626,-2146173661
-2146441972,-2145645303
-2146532437,-2145917252
-2146495196,-2145646783
-2146750687,-2146433030
-2146654868,-2145651223
-2146670851,-2146430810
-2146883747,-2145388154
-2146628256,-2145650483
-2147203091,-2145397034
-2147474565,-2145914292
-2147368117,-2145911332
-2146803911,-2146434510
-2146575032,-2145649003
-2147341505,-2145910592
-2146926342,-2146168481
-2146787928,-2145654923
-2147421341,-2145912812
-2147378746,-2146181061
-2146947600,-2145659363
-2146617627,-2146429330
-2147325522,-2146179581
-2147474565,-2145914292
-2147447953,-2145913552
-2146708092,-2145652703
-2147437324,-2145643823
-2147016807,-2145391854
-2146830523,-2145386674
-2147086014,-2146172921
-2147149867,-2145395554
-2146463230,-2146184761
-2147405358,-2146181801
-2147314893,-2145909852
-2146894376,-2145657883
-2146814540,-2145655663
-2146548420,-2145648263
-2146920988,-2145658623
-2147096643,-2145394074
-2147298910,-2146178841
-2147032790,-2146171441
-2147410712,-2145643083
-2147181833,-2145906152
-2147165850,-2146175141
-2146612273,-2145919472
-2147059402,-2146172181
-2146936971,-2145389634
-2147463936,-2145644563
-2147458582,-2146183281
-2146963583,-2145390374
-2146665497,-2145920952
-2146505825,-2145916512
-2146521808,-2145647523
-2146867764,-2145657143
-2146436618,-2146184021
-2147272298,-2146178101
-2147229703,-2145397774
-2147352134,-2146180321
-2146585661,-2145918732
-2147043419,-2145392594
-2147192462,-2146175881
-2146638885,-2145920212
-2147070031,-2145393334
-2147155221,-2145905412
-2146479213,-2145915772
-2147288281,-2145909112
-2146452601,-2145915032
-2146697463,-2146431550
-2146559049,-2145917992
-2146979566,-2146169961
-2146857135,-2145387414
-2147208445,-2145906892
-2147176479,-2145396294
-2146601644,-2145649743
-2146841152,-2145656403
-2146777299,-2146433770
-2146899730,-2146167741
-2146910359,-2145388894
-2146692109,-2145921692
-2147447953,-2145913552
-2147219074,-2146176621
-2147463936,-2145644563
-2146761316,-2145654183
-2147235057,-2145907632
-2146734704,-2145653443
-2147431970,-2146182541
-2146681480,-2145651963
