-2147478148,-2146434707,-2145309909
-2147478148,-2146428142,-2144357080
-2147478148,-2146421577,-2144452827
-2147478148,-2146415012,-2144548574
-2147478148,-2146325493,-2145087015
-2147478148,-2146318928,-2145182762
-2147478148,-2146312363,-2145278509
-2147478148,-2146305798,-2145374256
-2147478148,-2146299233,-2144421427
-2147478148,-2146292668,-2144517174
-2147478148,-2146209714,-2144959868
-2147478148,-2146203149,-2145055615
-2147478148,-2146196584,-2145151362
-2147478148,-2146190019,-2145247109
-2147478148,-2146183454,-2145342856
-2147478148,-2146176889,-2144390027
-2147478148,-2146093935,-2144832721
-2147478148,-2146087370,-2144928468
-2147478148,-2146080805,-2145024215
-2147478148,-2146074240,-2145119962
-2147478148,-2146067675,-2145215709
-2147478148,-2146061110,-2145311456
-2147478148,-2145978156,-2144705574
-2147478148,-2145971591,-2144801321
-2147478148,-2145965026,-2144897068
-2147478148,-2145958461,-2144992815
-2147478148,-2145951896,-2145088562
-2147478148,-2145945331,-2145184309
-2147478148,-2145862377,-2144578427
-2147478148,-2145855812,-2144674174
-2147478148,-2145849247,-2144769921
-2147478148,-2145842682,-2144865668
-2147478148,-2145836117,-2144961415
-2147478148,-2145829552,-2145057162
-2147478148,-2145746598,-2144451280
-2147478148,-2145740033,-2144547027
-2147478148,-2145733468,-2144642774
-2147478148,-2145726903,-2144738521
-2147478148,-2145720338,-2144834268
-2147478148,-2145713773,-2144930015
-2147478148,-2145630819,-2145372709
-2147478148,-2145624254,-2144419880
-2147478148,-2145617689,-2144515627
-2147478148,-2145611124,-2144611374
-2147478148,-2145604559,-2144707121
-2147478148,-2145597994,-2144802868
-2147478148,-2145508475,-2145341309
-2147478148,-2145501910,-2144388480
-2147478148,-2145495345,-2144484227
-2147478148,-2145488780,-2144579974
-2147478148,-2145482215,-2144675721
-2147478148,-2145392696,-2145214162
-2147478148,14605721,14605734
-2147478148,14605722,14605735
-2147478148,14605723,14605736
-2147478148,14605724,14605737
-2147478148,14605725,14605738
-2147478148,14605726,14605739
-2147478148,14605727,14605740
-2147478148,14605728,14605741
-2147478148,14605729,14605742
-2147478148,14605730,14605743
-2147478148,14605731,14605744
-2147478148,14605732,14605745
-2147460555,-2146434707,-2145309909
-2147460555,-2146428142,-2144357080
-2147460555,-2146421577,-2144452827
-2147460555,-2146415012,-2144548574
-2147460555,-2146325493,-2145087015
-2147460555,-2146318928,-2145182762
-2147460555,-2146312363,-2145278509
-2147460555,-2146305798,-2145374256
-2147460555,-2146299233,-2144421427
-2147460555,-2146292668,-2144517174
-2147460555,-2146209714,-2144959868
-2147460555,-2146203149,-2145055615
-2147460555,-2146196584,-2145151362
-2147460555,-2146190019,-2145247109
-2147460555,-2146183454,-2145342856
-2147460555,-2146176889,-2144390027
-2147460555,-2146093935,-2144832721
-2147460555,-2146087370,-2144928468
-2147460555,-2146080805,-2145024215
-2147460555,-2146074240,-2145119962
-2147460555,-2146067675,-2145215709
-2147460555,-2146061110,-2145311456
-2147460555,-2145978156,-2144705574
-2147460555,-2145971591,-2144801321
-2147460555,-2145965026,-2144897068
-2147460555,-2145958461,-2144992815
-2147460555,-2145951896,-2145088562
-2147460555,-2145945331,-2145184309
-2147460555,-2145862377,-2144578427
-2147460555,-2145855812,-2144674174
-2147460555,-2145849247,-2144769921
-2147460555,-2145842682,-2144865668
-2147460555,-2145836117,-2144961415
-2147460555,-2145829552,-2145057162
-2147460555,-2145746598,-2144451280
-2147460555,-2145740033,-2144547027
-2147460555,-2145733468,-2144642774
-2147460555,-2145726903,-2144738521
-2147460555,-2145720338,-2144834268
-2147460555,-2145713773,-2144930015
-2147460555,-2145630819,-2145372709
-2147460555,-2145624254,-2144419880
-2147460555,-2145617689,-2144515627
-2147460555,-2145611124,-2144611374
-2147460555,-2145604559,-2144707121
-2147460555,-2145597994,-2144802868
-2147460555,-2145508475,-2145341309
-2147460555,-2145501910,-2144388480
-2147460555,-2145495345,-2144484227
-2147460555,-2145488780,-2144579974
-2147460555,-2145482215,-2144675721
-2147460555,-2145392696,-2145214162
-2147460555,14605721,14605734
-2147460555,14605722,14605735
-2147460555,14605723,14605736
-2147460555,14605724,14605737
-2147460555,14605725,14605738
-2147460555,14605726,14605739
-2147460555,14605727,14605740
-2147460555,14605728,14605741
-2147460555,14605729,14605742
-2147460555,14605730,14605743
-2147460555,14605731,14605744
-2147460555,14605732,14605745
-2147442962,-2146434707,-2145309909
-2147442962,-2146428142,-2144357080
-2147442962,-2146421577,-2144452827
-2147442962,-2146415012,-2144548574
-2147442962,-2146325493,-2145087015
-2147442962,-2146318928,-2145182762
-2147442962,-2146312363,-2145278509
-2147442962,-2146305798,-2145374256
-2147442962,-2146299233,-2144421427
-2147442962,-2146292668,-2144517174
-2147442962,-2146209714,-2144959868
-2147442962,-2146203149,-2145055615
-2147442962,-2146196584,-2145151362
-2147442962,-2146190019,-2145247109
-2147442962,-2146183454,-2145342856
-2147442962,-2146176889,-2144390027
-2147442962,-2146093935,-2144832721
-2147442962,-2146087370,-2144928468
-2147442962,-2146080805,-2145024215
-2147442962,-2146074240,-2145119962
-2147442962,-2146067675,-2145215709
-2147442962,-2146061110,-2145311456
-2147442962,-2145978156,-2144705574
-2147442962,-2145971591,-2144801321
-2147442962,-2145965026,-2144897068
-2147442962,-2145958461,-2144992815
-2147442962,-2145951896,-2145088562
-2147442962,-2145945331,-2145184309
-2147442962,-2145862377,-2144578427
-2147442962,-2145855812,-2144674174
