-2146907865,-2146289045,-2144473469
-2147419895,-2146085835,-2145038739
-2146758342,-2146242982,-2144989278
-2147278544,-2145825720,-2144828176
-2147483356,-2145744436,-2145054284
16082092,16082105,16082118
-2146971326,-2145947646,-2144489014
-2146963154,-2146161698,-2145215386
-2147184310,-2145652310,-2145037326
-2146868920,-2145988288,-2144375960
-2146584303,-2145790499,-2144538475
16082094,16082107,16082120
-2147159794,-2146294466,-2145119290
-2146490069,-2145617089,-2144747625
16082179,16082186,16082193
-2146647764,-2145449100,-2144554020
-2147206911,-2146381171,-2144490427
-2146655936,-2146283624,-2144876224
-2146694881,-2145535805,-2144973733
-2147049216,-2145500584,-2144684032
16082088,16082101,16082114
-2147475184,-2145958488,-2144732080
16082093,16082106,16082119
16082095,16082108,16082121
-2147018443,-2146034351,-2144908727
-2147428067,-2145871783,-2145360943
-2146789115,-2145709215,-2144764583
-2147483356,-2145744436,-2145054284
-2147176138,-2145866362,-2144715122
-2147073732,-2145907004,-2144602068
-2146750170,-2145408458,-2144667074
-2147270372,-2146039772,-2144505972
-2146481897,-2145831141,-2144425421
-2147475184,-2145958488,-2144732080
-2146916037,-2146074993,-2144795673
-2147129021,-2145779657,-2145343985
-2147026615,-2145820299,-2145230931
-2146545358,-2145489742,-2144440966
-2146529014,-2145917846,-2144845134
-2147262200,-2146253824,-2145232344
-2146473725,-2146045193,-2145151793
-2147167966,-2146080414,-2144392918
-2146844404,-2145581868,-2144457924
-2146797287,-2145495163,-2145086787
-2146946810,-2145541226,-2144570978
-2147317489,-2146126477,-2144925685
-2146600647,-2146410971,-2145182883
-2146805459,-2146329687,-2144360415
16082091,16082104,16082117
-2147333833,-2145698373,-2144521517
16082088,16082101,16082114
-2147065560,-2146121056,-2145328440
-2146639592,-2145663152,-2145280392
16082097,16082110,16082123
-2146703053,-2146370329,-2145295937
16082099,16082112,16082125
-2146711225,-2146156277,-2144569565
-2147364606,-2146213182,-2145345398
-2147231427,-2145739015,-2144408463
-2146954982,-2146375750,-2144893182
-2147223255,-2145953067,-2145134835
-2147057388,-2146335108,-2145006236
-2147104505,-2146421813,-2144377373
-2147342005,-2145484321,-2144843721
16082089,16082102,16082115
-2146553530,-2146324266,-2144763170
-2147215083,-2146167119,-2144812631
-2147389122,-2145571026,-2145263434
-2146608819,-2146196919,-2144456511
16082090,16082103,16082116
-2147372778,-2145999130,-2144619026
-2147112677,-2146207761,-2144699577
-2147444411,-2145443679,-2144956775
-2147444411,-2145443679,-2144956775
16082098,16082111,16082124
-2146741998,-2145622510,-2144344870
16082178,16082185,16082192
-2147002099,-2145413879,-2145312895
-2146686709,-2145749857,-2144651529
-2146813631,-2146115635,-2144682619
-2146498241,-2145403037,-2145069829
-2146592475,-2145576447,-2144860679
-2147286716,-2145611668,-2145150380
-2146899693,-2145454521,-2145199841
-2146852576,-2146416392,-2144780128
-2146631420,-2145877204,-2144958188
-2146442952,-2145530384,-2145376488
-2147436239,-2145657731,-2144634571
-2147380950,-2145785078,-2144941230
-2146860748,-2146202340,-2145102332
16082096,16082109,16082122
-2147325661,-2145912425,-2145247889
-2146537186,-2145703794,-2145167338
16082175,16082182,16082189
-2146451124,-2146364908,-2144650116
-2147120849,-2145993709,-2145021781
-2147010271,-2146248403,-2144586523
16082174,16082181,16082188
16082176,16082183,16082190
16082177,16082184,16082191
