18105097,18105123,18105124,18105125
-2142782184,-2141528782,-2140872788,-2139866593
-2142782242,-2141560396,-2141019358,-2139410207
-2143223679,-2141688523,-2140514659,-2139398782
-2142395865,-2141252009,-2140372237,-2140099356
-2142947712,-2142226262,-2140393900,-2139161449
-2143002888,-2142109230,-2140583796,-2139974977
-2142285513,-2141486073,-2141041021,-2139520876
-2143058122,-2142023812,-2140920262,-2139283543
-2143113298,-2141906780,-2141110158,-2140097071
18105119,18105120,18105121,18105122
-2143002975,-2142156651,-2140803651,-2139290398
-2142395836,-2141236202,-2140298952,-2139278973
18105098,18105127,18105128,18105129
-2142451041,-2142183553,-2140562133,-2139864308
-2143168474,-2141789748,-2140251478,-2139862023
-2142671861,-2141778653,-2140566281,-2140108496
-2143058180,-2142055426,-2141066832,-2139875733
-2142340689,-2141369041,-2140182341,-2139285828
-2143002917,-2142125037,-2140657081,-2139746784
-2142561480,-2141996910,-2141161780,-2139758209
18105023,18105036,18105049,18105062
-2142506246,-2142082328,-2140825314,-2139401067
18105022,18105035,18105048,18105061
18105029,18105042,18105055,18105068
-2143168561,-2141837169,-2140471333,-2139177444
-2142451012,-2142167746,-2140488848,-2140092501
-2142837360,-2141411750,-2141062684,-2139631545
-2143223708,-2141704330,-2140587944,-2139170589
-2142782213,-2141544589,-2140946073,-2139638400
-2143278884,-2141587298,-2140777840,-2139984117
-2142616627,-2141864071,-2140229815,-2139751354
18105022,18105035,18105048,18105061
-2143002946,-2142140844,-2140730366,-2139518591
-2143278826,-2141555684,-2140631270,-2139391927
-2143278855,-2141571491,-2140704555,-2139163734
-2143168503,-2141805555,-2140324763,-2139633830
-2142506304,-2142113942,-2140971884,-2139993257
-2142561451,-2141981103,-2141088495,-2139986402
-2142561393,-2141949489,-2140941925,-2139394212
-2142616598,-2141848264,-2140156530,-2139979547
18105097,18105103,18105109,18105115
18105028,18105041,18105054,18105067
-2143278913,-2141603105,-2140851125,-2139755924
18105025,18105038,18105051,18105064
-2142506188,-2142050714,-2140678744,-2139857453
-2143113269,-2141890973,-2141036873,-2139276688
-2142340660,-2141353234,-2141157632,-2139514021
-2143058093,-2142008005,-2140846977,-2139511736
-2142892536,-2141294718,-2140204004,-2139396497
-2142285455,-2141454459,-2140894451,-2139977262
-2142947799,-2141225107,-2140613755,-2139525446
-2142340718,-2141384848,-2140255626,-2140106211
-2142671774,-2141731232,-2140346426,-2139744499
-2143113356,-2141938394,-2140208152,-2139640685
-2143278913,-2141603105,-2140851125,-2139755924
-2143278884,-2141587298,-2140777840,-2139984117
-2142451099,-2142215167,-2140708703,-2139407922
18105033,18105046,18105059,18105072
-2142671832,-2141762846,-2140492996,-2139288113
18105096,18105102,18105108,18105114
18105098,18105104,18105110,18105116
-2142561422,-2141965296,-2141015210,-2139166019
-2142506217,-2142066521,-2140752029,-2139629260
-2142616656,-2141879878,-2140303100,-2139523161
-2142837389,-2141427557,-2141135969,-2139403352
-2142285542,-2141501880,-2141114306,-2139292683
-2142671803,-2141747039,-2140419711,-2139516306
-2142782155,-2141512975,-2140799503,-2140094786
-2142947770,-2141209300,-2140540470,-2139753639
18105030,18105043,18105056,18105069
18105027,18105040,18105053,18105066
-2143113327,-2141922587,-2141183443,-2139868878
-2143278855,-2141571491,-2140704555,-2139163734
-2142451070,-2142199360,-2140635418,-2139636115
-2142340631,-2141337427,-2141084347,-2139742214
-2142727037,-2141661621,-2140756177,-2139873448
-2142892594,-2141326332,-2140350574,-2139988687
-2143168445,-2141773941,-2140178193,-2140090216
18105024,18105037,18105050,18105063
-2142285484,-2141470266,-2140967736,-2139749069
-2142395894,-2141267816,-2140445522,-2139871163
-2142726979,-2141630007,-2140609607,-2139281258
-2143223650,-2141672716,-2140441374,-2139626975
-2142616569,-2141832457,-2141131821,-2139159164
-2142892507,-2141278911,-2141179295,-2139624690
-2143058151,-2142039619,-2140993547,-2140103926
-2142837418,-2141443364,-2140160678,-2139175159
-2142837331,-2141395943,-2140989399,-2139859738
18105031,18105044,18105057,18105070
-2142727008,-2141645814,-2140682892,-2140101641
-2142395923,-2141283623,-2140518807,-2139642970
18105026,18105039,18105052,18105065
-2143223737,-2141720137,-2140661229,-2139990972
-2142947741,-2141193493,-2140467185,-2139981832
-2142892565,-2141310525,-2140277289,-2139168304
-2142726950,-2141614200,-2140536322,-2139509451
-2142506275,-2142098135,-2140898599,-2139172874
18105032,18105045,18105058,18105071
-2143168532,-2141821362,-2140398048,-2139405637
