-2147006263,-2146378302
-2147079005,-2145874756
-2146599999,-2145963462
-2146766760,-2146422655
-2146724206,-2145587237
-2147130470,-2146002077
-2147160658,-2145711689
-2146475792,-2146339687
-2147400161,-2145667336
-2146796948,-2146132267
-2147357607,-2145880494
-2146445604,-2145581499
-2147378884,-2146298203
-2146984986,-2145960593
-2147451626,-2145794657
-2147254677,-2145625852
-2146591088,-2145622983
-2146612365,-2146040692
-2146924610,-2145492793
-2147412527,-2145744566
-2147391250,-2146375433
-2146560900,-2145913371
-2146548534,-2145836141
-2146860779,-2146336818
-2147015174,-2145670205
-2147203212,-2145498531
-2146963709,-2145542884
-2146779126,-2145451309
-2147275954,-2146043561
-2147472903,-2146212366
-2146890967,-2146046430
-2146466881,-2145999208
-2146757849,-2146082176
-2146436693,-2146289596
-2147463992,-2145871887
-2147297231,-2145412694
-2147224489,-2145916240
-2147327419,-2146170882
-2146685107,-2145537146
-2147100282,-2146292465
-2147109193,-2145584368
-2146954798,-2146250981
-2146633642,-2145409825
-2147442715,-2145454178
-2147087916,-2146215235
-2147194301,-2146206628
-2146839502,-2145919109
-2146497069,-2145708820
-2146706384,-2145954855
-2146454515,-2145921978
-2146818225,-2145501400
-2146715295,-2146295334
-2147027540,-2145747435
-2147339785,-2146248112
-2146569811,-2146253850
-2147173024,-2145788919
-2146621276,-2146381171
-2146903333,-2146123660
-2146809314,-2146209497
-2147267043,-2145703082
-2147442715,-2145454178
-2146488158,-2146416917
-2146912244,-2145415563
-2146869690,-2145628721
-2147421438,-2146085045
-2146539623,-2145495662
-2147181935,-2146129398
-2146933521,-2145833272
-2147048817,-2146165144
-2146663830,-2146168013
-2146694018,-2145877625
-2147472903,-2146212366
-2147430349,-2146425524
-2146736572,-2145664467
-2147369973,-2145957724
-2147233400,-2146256719
-2147151747,-2146419786
-2147121559,-2145661598
-2146527257,-2145418432
-2147318508,-2145830403
-2146830591,-2145578630
-2146882056,-2145705951
-2146942432,-2146173751
-2146788037,-2145791788
-2147306142,-2145753173
-2146997352,-2146037823
-2147463992,-2145871887
-2146518346,-2146126529
-2146851868,-2145996339
-2147348696,-2145540015
-2146745483,-2146004946
-2147451626,-2145794657
-2147245766,-2146333949
-2147057728,-2145457047
-2147212123,-2145839010
-2146672741,-2145459916
-2146976075,-2145620114
-2146642553,-2145750304
-2147036451,-2146087914
-2147284865,-2146384040
