-2144786933,-2144202048
-2144658498,-2143550329
-2144906758,-2143894701
-2144756941,-2143382456
-2145155018,-2144239073
-2144714177,-2143661404
-2144859689,-2143694116
-2145202087,-2143391082
-2144667108,-2143460819
-2145368981,-2144332896
-2145300530,-2144271785
-2145343294,-2143992837
-2144470222,-2143796565
-2144684185,-2143890388
-2144953827,-2144095286
-2145197782,-2143960125
-2145056575,-2143358370
-2144765551,-2143292946
-2144885376,-2144034175
-2144564360,-2144197735
-2144465917,-2143317032
-2144491604,-2143657091
-2144346092,-2143624379
-2144367474,-2143484905
-2144350397,-2144103912
-2144423153,-2143595980
-2145026583,-2143587354
-2144521596,-2143428107
-2145274843,-2143931726
-2145368981,-2144332896
-2145172095,-2143620066
-2144829697,-2143923100
-2144637116,-2143689803
-2145326217,-2143563268
-2145343294,-2143992837
-2144371779,-2143964438
-2145082262,-2143698429
-2144928140,-2143755227
-2145321912,-2144132311
-2144568665,-2143628692
-2144418848,-2144165023
-2145125026,-2143419481
-2144397466,-2144304497
-2145296225,-2143792252
-2144688490,-2143321345
-2145347599,-2143423794
-2145373286,-2143763853
-2145176400,-2144099599
-2144902453,-2143415168
-2145227774,-2143731141
-2144393161,-2143824964
-2145052270,-2143927413
-2145373286,-2143763853
-2144444535,-2143456506
-2144517291,-2143997150
-2145223469,-2144300184
-2144735559,-2143521930
-2144611429,-2143349744
-2144838307,-2143833590
-2144911063,-2143325658
-2145347599,-2143423794
-2144834002,-2143354057
-2144495909,-2144136624
-2144590047,-2143489218
-2144881071,-2143554642
-2144641421,-2144169336
-2144615734,-2143829277
-2145249156,-2143591667
-2144341787,-2144193422
-2144761246,-2143861989
-2144855384,-2144263159
-2145244851,-2144160710
-2144585742,-2144058261
-2145150713,-2143759540
-2145103644,-2143558955
-2144709872,-2144230447
-2145073652,-2143787939
-2144808315,-2144062574
-2144542978,-2144337209
-2144739864,-2144001463
-2145099339,-2144127998
-2144512986,-2143517617
-2144812620,-2143493531
-2144782628,-2143722515
-2145000896,-2144295871
-2145005201,-2143726828
-2144538673,-2143857676
-2145270538,-2143452193
-2145317607,-2143652778
-2145030888,-2144066887
-2144958132,-2143526243
-2145129331,-2143899014
-2144594352,-2143968751
-2144983819,-2143866302
-2144932445,-2144234760
-2144979514,-2143386769
-2145077957,-2144267472
-2144440230,-2144025549
-2144662803,-2144029862
-2145146408,-2144328583
