-2142745954,-2141680203,-2140169641,-2139169948,-2138749412,-2137625412
-2143260581,-2141636904,-2140404794,-2139483377,-2138477103,-2137627337
-2143109836,-2142223521,-2140873943,-2139425154,-2138908094,-2137032906
-2142315254,-2142157879,-2141060677,-2139902376,-2138183256,-2137574800
-2142422929,-2142038460,-2140575774,-2139194981,-2138324795,-2137849597
-2142616744,-2142033221,-2141170955,-2140018822,-2138369850,-2137715086
-2142789024,-2141213005,-2140185395,-2139935566,-2138176882,-2137945046
-2143258368,-2141957101,-2140450899,-2140046574,-2138783698,-2137987958
-2142875164,-2141327185,-2140216903,-2139369650,-2138080398,-2137535738
-2142679136,-2141652621,-2140716403,-2139109006,-2138341938,-2138030870
-2142700671,-2141419022,-2140199992,-2140016103,-2138579961,-2137666399
-2142532817,-2141598844,-2141093342,-2140021541,-2138159739,-2137763773
-2143172228,-2141842921,-2140419391,-2139563914,-2138880182,-2137348690
-2142999948,-2141614561,-2140356375,-2139647170,-2139073150,-2137118730
-2142959091,-2141761562,-2140294516,-2139366931,-2138290509,-2137487051
-2142595209,-2141218244,-2140638790,-2139111725,-2138131827,-2137030981
-2142468212,-2141251065,-2140545423,-2139397402,-2138494246,-2137808610
-2143129158,-2141261543,-2140403637,-2139846872,-2138404136,-2137029056
-2143282116,-2141403305,-2140936959,-2139341898,-2138715126,-2137262866
-2142339002,-2141604083,-2140498161,-2139197700,-2138114684,-2137898284
-2142489747,-2142066042,-2141077588,-2139255923,-2138732269,-2137444139
-2142575887,-2142180222,-2141109096,-2139738583,-2138635785,-2137034831
-2142552139,-2141685442,-2140623036,-2139394683,-2138704357,-2137759923
-2143043018,-2142195939,-2140372129,-2139364212,-2138500620,-2137438364
-2143215298,-2141375723,-2140435145,-2139280956,-2138307652,-2137668324
-2142465999,-2141571262,-2140591528,-2139960599,-2138800841,-2137120655
-2142276610,-2141984683,-2140952713,-2140107516,-2138142596,-2137582500
-2143066766,-2141642143,-2140858189,-2139708112,-2138432048,-2137761848
-2142916021,-2142228760,-2140278762,-2139649889,-2138863039,-2137167417
-2143174441,-2141522724,-2140373286,-2140049293,-2138573587,-2138036645
-2142702884,-2142147401,-2140153887,-2139452906,-2138273366,-2137305778
-2142832094,-2141794383,-2140201149,-2139652608,-2138652928,-2137216104
-2143045231,-2141875742,-2140326024,-2139849591,-2138194025,-2137077743
-2142255075,-2142218282,-2140420548,-2139200419,-2138953149,-2137946971
-2142511282,-2141832443,-2140561177,-2139114444,-2138970292,-2137079668
-2142382072,-2142185461,-2140513915,-2139963318,-2138590730,-2137169342
-2142487534,-2141337663,-2141123693,-2139819120,-2139038864,-2137804760
-2142509069,-2142152640,-2140607282,-2139677641,-2138228311,-2137440289
-2142937556,-2141995161,-2140810927,-2139508410,-2138052486,-2137851522
-2142724419,-2141913802,-2140686052,-2139311427,-2138511389,-2137989883
-2143088301,-2141408544,-2140341778,-2139566633,-2138670071,-2137397377
-2142446677,-2141484664,-2141061834,-2139538881,-2138256223,-2137124505
-2143021483,-2141380962,-2140888540,-2139505691,-2138262597,-2137802835
