-2146868774,-2146430320,-2145026756,-2143555486,-2142859378,-2141497475
-2147473746,-2145684364,-2144625952,-2143616858,-2142387806,-2141330839
-2146502916,-2145423462,-2145095002,-2143683364,-2142353712,-2141332293
-2147410374,-2145877392,-2145018084,-2143775422,-2143219218,-2141606627
-2147227445,-2145898251,-2144527919,-2143315073,-2142966385,-2142048324
-2146720469,-2146393899,-2144519247,-2143535009,-2142277649,-2142157476
-2146608099,-2145663505,-2145116117,-2144077207,-2142640639,-2141937718
-2146664284,-2146028702,-2145341970,-2143806108,-2142459144,-2142047597
-2146685845,-2145402603,-2144536591,-2144143713,-2142606545,-2141939172
-2147424748,-2145809518,-2144830690,-2144000492,-2142967960,-2141883869
-2146474168,-2145559210,-2144421214,-2144281800,-2142856228,-2141826385
-2146896211,-2145882689,-2144578821,-2143882823,-2143180399,-2142101446
-2147241819,-2145830377,-2144340525,-2143540143,-2142715127,-2141276990
-2146600912,-2146221730,-2144685526,-2143964672,-2142241980,-2141274809
-2146903398,-2146373040,-2145009412,-2143995358,-2142530482,-2141715779
-2147354189,-2145512195,-2144792231,-2144046521,-2142352137,-2141496748
-2147452185,-2146310463,-2144382755,-2144327829,-2143288981,-2141439264
-2147022955,-2145496633,-2144843133,-2143565695,-2142566151,-2141549870
-2146798215,-2146132997,-2144988297,-2143601515,-2142243555,-2142158930
-2146593725,-2145731379,-2145303511,-2143852137,-2142891897,-2141660476
-2147149699,-2146159153,-2145107445,-2144297143,-2143000479,-2142046870
-2147466559,-2146242589,-2145243937,-2143504323,-2143037723,-2141716506
-2147361376,-2146002546,-2145222822,-2144159056,-2142750796,-2142159657
-2147417561,-2146367743,-2144400099,-2143887957,-2142569301,-2141220960
-2146981144,-2146112138,-2144429886,-2144061864,-2142496388,-2141717233
-2147171260,-2145533054,-2145350642,-2143586172,-2143147880,-2141938445
-2146861587,-2145939969,-2144596165,-2143442951,-2142460719,-2141883142
-2146657097,-2145538351,-2144911379,-2143693573,-2143109061,-2141384688
-2146742030,-2145767800,-2144762444,-2143872614,-2142425050,-2142049051
-2147051703,-2146409461,-2144468345,-2144015835,-2143112211,-2142104354
-2146671471,-2145470477,-2144723985,-2143918643,-2142857803,-2141661930
-2147234632,-2146388602,-2144958510,-2143427608,-2142316468,-2141662657
-2146678658,-2145960828,-2145154576,-2144031178,-2143256462,-2141276263
-2146959583,-2145689661,-2145235265,-2143724259,-2142348987,-2141825658
-2146488542,-2145491336,-2145282396,-2143458294,-2142604970,-2142103627
-2147396000,-2145945266,-2145205478,-2143550352,-2142421900,-2141329385
-2147283630,-2146263448,-2144753772,-2144092550,-2142784890,-2142158203
-2146481355,-2146049561,-2144851805,-2143345759,-2143254887,-2141440718
-2147339815,-2145580069,-2144979625,-2143821451,-2142603395,-2141219506
-2147480933,-2146174715,-2145056543,-2143729393,-2142786465,-2141993748
-2147290817,-2145705223,-2145184363,-2144205085,-2143183549,-2141772536
-2146537540,-2146414758,-2145077658,-2144123236,-2143073392,-2141550597
-2147156886,-2145600928,-2144489460,-2143361102,-2142350562,-2141661203
-2147205884,-2145475774,-2145333298,-2144026044,-2142818984,-2142156749
-2146544727,-2145856533,-2144459673,-2144235771,-2142423475,-2142213506
-2146586538,-2146289604,-2144872920,-2143739602,-2142493238,-2142046143
-2146854400,-2145449618,-2145214150,-2143330416,-2143110636,-2141220233
-2146439544,-2145616490,-2144438558,-2143841928,-2143185124,-2141608081
-2147332628,-2146138294,-2144549034,-2143708916,-2143253312,-2141605173
-2146495729,-2145981687,-2144664411,-2143570829,-2143003629,-2141717960
-2146783841,-2146200871,-2145175691,-2143376445,-2142494813,-2141881688
-2146466981,-2146117435,-2145039199,-2144169265,-2142457569,-2142212052
-2146917772,-2146305166,-2144822018,-2144220428,-2142279224,-2141993021
-2147298004,-2146195574,-2144566378,-2144317620,-2142533632,-2141386869
-2146749217,-2146258151,-2145193035,-2143985149,-2142823709,-2141663384
-2146791028,-2145642646,-2144557706,-2143488980,-2142893472,-2141496021
-2146559101,-2145788659,-2145320855,-2143412265,-2143220793,-2141442172
-2146551914,-2146346884,-2144890264,-2143299730,-2142822134,-2141827839
-2146622473,-2145595631,-2144928723,-2144302277,-2142389381,-2142214960
-2146832839,-2146075717,-2144970953,-2144041387,-2142963235,-2141328658
-2147466559,-2146242589,-2145243937,-2143504323,-2143037723,-2141716506
-2147164073,-2146091279,-2144920051,-2143473637,-2142749221,-2141275536
-2146727656,-2145835674,-2144949838,-2143647544,-2142676308,-2141771809
-2146932146,-2146237292,-2144634624,-2143396922,-2143076542,-2141221687
-2147220258,-2145407900,-2145145904,-2144251114,-2142567726,-2141385415
-2147276443,-2145773097,-2145371757,-2143980015,-2142386231,-2141495294
-2146847213,-2146007843,-2144783559,-2144266457,-2142711977,-2141605900
-2147480933,-2146174715,-2145056543,-2143729393,-2142786465,-2141993748
-2147403187,-2145387041,-2144587493,-2143662887,-2142820559,-2141992294
-2147213071,-2145966125,-2144715313,-2144138579,-2143217643,-2141771082
-2146924959,-2145746941,-2145252609,-2144332963,-2142677883,-2141607354
-2147388813,-2145454915,-2144774887,-2143437817,-2143071817,-2141715052
-2147093514,-2145793956,-2144881592,-2143519666,-2143181974,-2141936991
-2146713282,-2145903548,-2145137232,-2143422474,-2142927566,-2141494567
-2147178447,-2146023405,-2144732657,-2143698707,-2142497963,-2141552778
-2146615286,-2146153856,-2144498132,-2144189742,-2143039298,-2141552051
-2147115075,-2146216433,-2145124789,-2143857271,-2142280799,-2141828566
-2146776654,-2145710520,-2144745100,-2144312486,-2143144730,-2141218779
-2147107888,-2145726082,-2144694198,-2143744736,-2142930716,-2142214233
-2147473746,-2145684364,-2144625952,-2143616858,-2142387806,-2141330839
-2146649910,-2146096576,-2144480788,-2143581038,-2142710402,-2141770355
-2147037329,-2145428759,-2144655739,-2143790765,-2142314893,-2141827112
-2146910585,-2145814815,-2144391427,-2144107893,-2142929141,-2141330112
-2146805402,-2145574772,-2144370312,-2143714050,-2142642214,-2141773263
-2147269256,-2146331322,-2144941166,-2143867480,-2143036148,-2141880961
-2147459372,-2145752238,-2144813346,-2143391788,-2142639064,-2142102173
-2147142512,-2145668802,-2144676854,-2144184608,-2142601820,-2141383961
-2147044516,-2145919110,-2145086330,-2143903300,-2142713552,-2141441445
-2147100701,-2146284307,-2145312183,-2143632201,-2142532057,-2141551324
-2147030142,-2145986984,-2145273724,-2143678230,-2142964810,-2142212779
