-2138186815,-2137533915,-2136869365
-2139025890,-2137851926,-2136815214
-2138307235,-2137854303,-2136570849
-2138458994,-2137036326,-2136669726
-2138410053,-2137781521,-2136567079
-2138178014,-2137337330,-2135968162
-2138539274,-2137249918,-2136121190
-2138521672,-2137905324,-2136415936
-2139066030,-2137958722,-2136016658
-2138218154,-2137444126,-2136218182
-2138115336,-2137516908,-2136221952
-2138155476,-2137623704,-2136471972
-2139066030,-2137958722,-2136016658
-2139074831,-2137106731,-2136917861
-2138289633,-2137461133,-2136865595
-2138369913,-2137674725,-2136317059
-2139052293,-2137393105,-2136373095
-2138258294,-2137550922,-2136468202
-2138530473,-2137053333,-2136268563
-2138891733,-2138014497,-2136421591
-2138561812,-2138012120,-2136665956
-2138235756,-2137837296,-2136972012
-2138860394,-2137055710,-2136024198
-2138682232,-2137283932,-2136367440
-2138347375,-2137961099,-2136820869
-2138793851,-2137407735,-2136216297
-2138628355,-2137660095,-2136473857
-2138507935,-2137339707,-2136772373
-2138874131,-2137621327,-2136716337
-2138195616,-2137730500,-2136721992
-2138771313,-2137694109,-2136720107
-2138097734,-2137123738,-2136516698
-2139092433,-2137499901,-2136623115
-2138963212,-2138031504,-2136020428
-2139043492,-2137196520,-2136520468
-2138570613,-2137160129,-2136518583
-2138083997,-2137606697,-2136873135
-2138820254,-2137997490,-2136822754
-2138249493,-2137354337,-2136615575
-2138650893,-2137373721,-2135970047
-2138356176,-2137109108,-2136673496
-2139012153,-2137286309,-2136123075
-2138137874,-2137230534,-2136766718
-2138226955,-2137640711,-2136070809
-2138722372,-2137390728,-2136617460
-2138619554,-2137463510,-2136621230
-2138338574,-2137764514,-2136968242
-2138842792,-2137711116,-2136318944
-2138691033,-2137480517,-2136220067
-2138802652,-2137604320,-2136068924
-2139092433,-2137499901,-2136623115
-2138490333,-2137995113,-2136018543
-2138851593,-2137907701,-2136171571
-2138378714,-2137871310,-2136169686
-2138548075,-2137446503,-2135973817
-2138972013,-2137179513,-2136921631
-2138923072,-2137924708,-2136818984
-2138610753,-2137266925,-2136768603
-2138931873,-2137072717,-2136671611
-2138731173,-2137587313,-2136470087
-2138106535,-2137320323,-2136369325
-2138075196,-2137410112,-2135971932
-2138387515,-2137019319,-2136022313
-2139003352,-2137089724,-2136270448
-2138427655,-2137126115,-2136272333
-2138699834,-2137677102,-2136072694
-2139083632,-2137303316,-2136770488
-2138994551,-2137941715,-2136417821
-2138124137,-2137713493,-2136074579
-2138914271,-2137728123,-2136966357
-2138753711,-2137300939,-2135966277
-2138275896,-2137944092,-2136173456
-2138481532,-2137798528,-2136165916
-2138811453,-2137800905,-2136970127
-2138066395,-2137213527,-2136119305
-2139083632,-2137303316,-2136770488
-2138882932,-2137817912,-2136568964
-2138316036,-2137002312,-2136423476
-2138900534,-2137162506,-2136274218
-2138418854,-2137978106,-2136419706
-2138833991,-2137514531,-2136466317
-2138450193,-2137888317,-2136817099
-2138146675,-2137427119,-2136619345
-2138954411,-2137834919,-2136167801
-2138467795,-2137232911,-2136522353
-2138659694,-2137570306,-2136871250
-2138739974,-2137783898,-2136322714
-2139074831,-2137106731,-2136917861
-2138329773,-2137567929,-2136067039
-2138601952,-2137070340,-2136915976
-2138057594,-2137016942,-2136266678
-2138588215,-2137553299,-2136223837
-2139034691,-2136999935,-2136667841
-2138780114,-2137890694,-2136572734
-2138267095,-2137747507,-2136320829
-2138762512,-2137497524,-2136867480
-2138642092,-2137177136,-2136117420
-2138298434,-2137657718,-2136718222
-2138579414,-2137356714,-2136371210
-2138499134,-2137143122,-2136919746
