-2140450520,-2139714688
-2140593399,-2139273165
-2141051943,-2139904093
-2140999254,-2139453658
-2141044349,-2140056255
-2140544507,-2139795225
-2141191025,-2139538651
-2140860172,-2139819100
-2140769982,-2139662482
-2141142133,-2140060711
-2140732481,-2139956299
-2140461911,-2139486445
-2140277734,-2139249290
-2140360330,-2139558070
-2141134539,-2139164297
-2140225045,-2139847431
-2140961753,-2139747475
-2140912861,-2139220959
-2140909064,-2139297040
-2140995457,-2139529739
-2141089444,-2139610276
-2140589602,-2139349246
-2141179634,-2139766894
-2141006848,-2139301496
-2140773779,-2139586401
-2141093241,-2139534195
-2140597196,-2139197084
-2141187228,-2139614732
-2140950362,-2139975718
-2140638494,-2139875762
-2141187228,-2139614732
-2140413019,-2140008505
-2141097038,-2139458114
-2140863969,-2139743019
-2140405425,-2139112091
-2140176153,-2139320915
-2141138336,-2140136792
-2140179950,-2139244834
-2141179634,-2139766894
-2140228842,-2139771350
-2140416816,-2139932424
-2140724887,-2140108461
-2140766185,-2139738563
-2140822671,-2140112917
-2141145930,-2139984630
-2141040552,-2140132336
-2140273937,-2139325371
-2140916658,-2139144878
-2140401628,-2139188172
-2140221248,-2139923512
-2140683589,-2139429783
-2141183431,-2139690813
-2140642291,-2139799681
-2140867766,-2139666938
-2141085647,-2139686357
-2140540710,-2139871306
-2140818874,-2139140422
-2140634697,-2139951843
-2141048146,-2139980174
-2140675995,-2139581945
-2140905267,-2139373121
-2141003051,-2139377577
-2140721090,-2139135966
-2141183431,-2139690813
-2140315235,-2140004049
-2140503209,-2139116547
-2140954159,-2139899637
-2140728684,-2140032380
-2140630900,-2140027924
-2140585805,-2139425327
-2140409222,-2140084586
-2140499412,-2139192628
-2140957956,-2139823556
-2140266343,-2139477533
-2140548304,-2139719144
-2140871563,-2139590857
-2140187544,-2140141248
-2140815077,-2139216503
-2140232639,-2139695269
-2140781373,-2139434239
-2140183747,-2139168753
-2140364127,-2139481989
-2140687386,-2139353702
-2140270140,-2139401452
-2140311438,-2140080130
-2141130742,-2139240378
-2140322829,-2139851887
-2140777576,-2139510320
-2140552101,-2139643063
-2140356533,-2139634151
-2141191025,-2139538651
-2140507006,-2140089042
-2140458114,-2139562526
-2140319032,-2139927968
-2140495615,-2139268709
-2140679792,-2139505864
-2141100835,-2139382033
-2140826468,-2140036836
-2140367924,-2139405908
-2140454317,-2139638607
