-2147145398,-2145933974,-2144575107,-2143875631,-2142312666
-2146588099,-2145413513,-2144795082,-2143532108,-2142673791
-2147140497,-2146062267,-2144774132,-2143964282,-2142339805
-2146990577,-2146097499,-2144536340,-2143756506,-2142373437
-2147065537,-2146079883,-2145179524,-2143860394,-2142880909
-2147472916,-2145587000,-2144721757,-2143996141,-2142553416
-2146733118,-2145506574,-2145231899,-2143828535,-2142667298
-2147379216,-2145871164,-2144442065,-2143604137,-2142967652
-2146939258,-2145720274,-2144379215,-2143852083,-2143014270
-2147346637,-2146275967,-2144970024,-2143987830,-2142686777
-2146574260,-2145551768,-2144959549,-2144203917,-2142519784
-2146555520,-2145818316,-2145323041,-2143915801,-2142392916
-2146957998,-2145453726,-2145064299,-2144140199,-2143141138
-2146775499,-2145893761,-2145354466,-2144316116,-2142893895
-2146531879,-2146213157,-2144836982,-2143716336,-2142293187
-2146625579,-2145928993,-2145116674,-2144108340,-2142927527
-2146850459,-2145876145,-2144949074,-2143371428,-2142352791
-2147435436,-2146120096,-2144400165,-2143419909,-2142299680
-2147435436,-2146120096,-2144400165,-2143419909,-2142299680
-2147028057,-2145564403,-2144857932,-2144332738,-2142627173
-2146831719,-2146142693,-2145312566,-2144131888,-2143274499
-2146738019,-2146426857,-2145032874,-2143739884,-2142640159
-2146869199,-2145609597,-2144585582,-2143659544,-2142479659
-2146663059,-2145395897,-2144389690,-2143635996,-2143181263
-2146901778,-2146253370,-2145106199,-2144324427,-2142760534
-2147309157,-2145760487,-2144648432,-2143411598,-2142433041
-2147103017,-2145546787,-2144452540,-2143388050,-2143134645
-2146569359,-2145680061,-2145158574,-2144292568,-2142546923
-2147304256,-2145888780,-2144847457,-2143500249,-2142460180
-2146480560,-2145835932,-2144679857,-2143811913,-2142934020
-2146550619,-2145946609,-2144473490,-2144004452,-2142420055
-2147196717,-2146311199,-2144732232,-2143780054,-2142720409
-2147327897,-2145493939,-2145333516,-2143699714,-2142559909
-2146606839,-2146195541,-2144431590,-2143820224,-2142800659
-2146681799,-2146177925,-2145074774,-2143924112,-2142259555
-2147266776,-2146421876,-2144525865,-2143972593,-2143255020
-2146461820,-2146102480,-2145043349,-2143523797,-2142807152
-2147384117,-2145742871,-2145291616,-2143515486,-2142940513
-2147107918,-2145418494,-2145302091,-2143299399,-2143107506
-2147215457,-2146044651,-2144368740,-2144068170,-2142847277
-2146714378,-2145773122,-2144546815,-2143540419,-2142540430
-2147322996,-2145622232,-2144483965,-2143788365,-2142587048
-2146794239,-2145627213,-2144990974,-2143555656,-2143020763
-2146700539,-2145911377,-2144711282,-2144212228,-2142386423
-2146611740,-2146067248,-2145281141,-2143731573,-2142773520
-2147365377,-2146009419,-2144606532,-2144275946,-2142813645
-2147341736,-2146404260,-2145169049,-2144076481,-2142713916
-2147248036,-2145639848,-2144889357,-2143684477,-2143128152
-2146518040,-2146351412,-2145001449,-2143339569,-2143187756
-2147271677,-2146293583,-2145375416,-2143883942,-2143227881
-2147070438,-2145951590,-2144980499,-2143771743,-2142853770
-2146808078,-2145488958,-2144826507,-2143932423,-2143174770
-2146864298,-2145737890,-2144784607,-2143748195,-2142506798
-2147472916,-2145587000,-2144721757,-2143996141,-2142553416
-2146995478,-2145969206,-2145385891,-2143667855,-2142346298
-2146887939,-2146391625,-2145270666,-2143947660,-2142606527
-2147290417,-2146027035,-2145011924,-2144172058,-2142306173
-2146883038,-2145471342,-2144421115,-2144036311,-2142633666
-2146499300,-2145569384,-2145364941,-2144100029,-2143060888
-2147159237,-2145795719,-2144410640,-2144252398,-2142466673
-2147032958,-2145436110,-2144658907,-2144244087,-2142600034
-2147014218,-2145702658,-2145022399,-2143955971,-2142473166
-2146644319,-2145662445,-2144753182,-2143347880,-2143054395
-2146751858,-2146288602,-2144868407,-2144116651,-2142794166
-2147416696,-2146386644,-2144763657,-2144180369,-2143221388
-2147009317,-2145830951,-2145221424,-2144044622,-2142500305
-2147234197,-2145778103,-2145053824,-2143307710,-2142974145
-2147416696,-2146386644,-2144763657,-2144180369,-2143221388
-2147177977,-2145529171,-2145095724,-2143491938,-2142593541
-2146845558,-2146004438,-2145148099,-2143460079,-2142379930
-2146443080,-2146369028,-2144358265,-2144284257,-2142680284
-2147285516,-2146155328,-2145210949,-2144260709,-2142333312
-2147402857,-2145476323,-2144928124,-2143803602,-2143067381
-2146826818,-2146270986,-2144463015,-2144220539,-2142253062
-2146494399,-2145697677,-2144515390,-2144188680,-2143088027
-2146976738,-2146235754,-2144700807,-2143379739,-2143268006
-2147229296,-2145906396,-2145252849,-2143396361,-2143001284
-2146513139,-2145431129,-2145200474,-2143428220,-2143214895
-2147454176,-2145853548,-2145085249,-2143708025,-2142426548
-2146756759,-2146160309,-2144669382,-2144028000,-2142767027
-2146971837,-2146364047,-2144899832,-2143468390,-2142246569
-2146593000,-2146333796,-2144596057,-2143443457,-2142646652
-2147360476,-2146137712,-2144805557,-2143316021,-2142840784
-2146770598,-2146022054,-2144504915,-2143356191,-2142921034
-2147084277,-2145813335,-2144816032,-2144148510,-2143007777
-2146789338,-2145755506,-2145189999,-2143644307,-2143047902
-2147126658,-2146200522,-2144938599,-2143587515,-2143234374
-2146475659,-2145964225,-2144878882,-2143900564,-2142961159
-2147051698,-2146218138,-2145343991,-2143483627,-2142726902
-2147454176,-2145853548,-2145085249,-2143708025,-2142426548
-2146456919,-2146230773,-2145242374,-2143612448,-2142834291
-2147046797,-2146346431,-2144494440,-2143572278,-2142754041
-2147121757,-2146328815,-2145137624,-2143676166,-2143261513
-2146536780,-2146084864,-2144637957,-2143627685,-2142266048
-2147089178,-2145685042,-2144617007,-2144059859,-2142980638
-2147252937,-2145511555,-2144690332,-2143595826,-2143101013
-2147397956,-2145604616,-2145127149,-2143892253,-2143094520
-2146812979,-2146409241,-2144627482,-2143843772,-2143147631
-2146920518,-2145986822,-2144742707,-2143563967,-2142887402
-2146719279,-2145644829,-2144347790,-2143451768,-2142513291
