-2142724850,-2141966990
-2142687831,-2141971307
-2142281750,-2141883154
-2142887226,-2141799318
-2142754296,-2141564452
-2143167950,-2142050826
-2142968555,-2142222815
-2142879935,-2141367187
-2142865071,-2141585411
-2142466281,-2141929389
-2142414680,-2142118020
-2142318769,-2141878837
-2143234415,-2141643971
-2142820761,-2142206173
-2142421971,-2141501575
-2143153086,-2141220474
-2143190105,-2141216157
-2142577056,-2141950348
-2143145795,-2141836919
-2142326060,-2141262392
-2142621366,-2141329586
-2142392525,-2141904113
-2143256570,-2141857878
-2142510591,-2141308627
-2142488436,-2142143296
-2142363079,-2141258075
-2142842916,-2141371504
-2142791315,-2141560135
-2142946400,-2142008908
-2143263861,-2141241433
-2143219551,-2141862195
-2143042311,-2141199515
-2142547610,-2141304310
-2142481145,-2141711165
-2143286016,-2141455340
-2143241706,-2142076102
-2142931536,-2142227132
-2142680540,-2141539176
-2142658385,-2141325269
-2142702695,-2141753083
-2142385234,-2141471982
-2142259595,-2141669247
-2142769160,-2141346228
-2143256570,-2141857878
-2142348215,-2141476299
-2142407389,-2141685889
-2142429544,-2141899796
-2142776451,-2141778359
-2142924245,-2141795001
-2142569765,-2141518217
-2142252304,-2141237116
-2143278725,-2142071785
-2143278725,-2142071785
-2142340924,-2142092744
-2142747005,-2142180897
-2143012865,-2141602053
-2142975846,-2141606370
-2142798606,-2141992266
-2143175241,-2141434381
-2142554901,-2141736441
-2142532746,-2141522534
-2142599211,-2142164255
-2143130931,-2142055143
-2142665676,-2141757400
-2143035020,-2141815960
-2142709986,-2142185214
-2142503300,-2141925072
-2142857780,-2142201856
-2142591920,-2141732124
-2142835625,-2141987949
-2142303905,-2142097061
-2143286016,-2141455340
-2143101485,-2141409105
-2143108776,-2141841236
-2142990710,-2141388146
-2143057175,-2142029867
-2143212260,-2141430064
-2142614075,-2141946031
-2142525455,-2142138979
-2143020156,-2142034184
-2142909381,-2142013225
-2143197396,-2141648288
-2142953691,-2141392463
-2143263861,-2141241433
-2142274459,-2141451023
-2142643521,-2141543493
-2142998001,-2141820277
-2142444126,-2141715482
-2142732141,-2141350545
-2143123640,-2141623012
-2142458990,-2141497258
-2143064466,-2141413422
-2142296614,-2141664930
-2143086621,-2141627329
-2142436835,-2141283351
-2142813470,-2141774042
-2143079330,-2141195198
-2142636230,-2142159938
-2142370370,-2141690206
-2142902090,-2141581094
