-2144345180,-2144031902,-2143282003,-2141879652
-2144732428,-2143651438,-2142460803,-2141959028
-2145044857,-2143918233,-2142695352,-2141572859
-2144653851,-2143932135,-2142842154,-2141237089
-2145317058,-2143971592,-2142951977,-2141285910
-2144695958,-2143804564,-2143157277,-2141266066
-2144347059,-2143690895,-2142570626,-2142007849
-2145240360,-2143911282,-2142621951,-2141740744
-2144381650,-2143878776,-2142585529,-2141524038
-2145083206,-2143424100,-2142336077,-2141345442
15601711,15601712,15601607,15601713
-2145355407,-2143477459,-2142592702,-2142107069
15601511,15601524,15601485,15601537
-2145002750,-2144045804,-2142380229,-2141543882
-2144809126,-2143711748,-2142790829,-2141504194
-2145006508,-2143363790,-2143054627,-2141800276
15601504,15601517,15601478,15601530
-2145278709,-2143417149,-2142262676,-2141513327
15601501,15601514,15601475,15601527
-2145353528,-2143818466,-2142255503,-2141978872
-2144770777,-2144205881,-2143150104,-2141731611
-2145315179,-2144312599,-2142614778,-2142206289
-2144619260,-2143744254,-2142827251,-2141720900
-2145276830,-2143758156,-2142974053,-2141385130
-2145081327,-2143765107,-2143047454,-2141217245
15601630,15601642,15601606,15601654
15601632,15601644,15601608,15601656
-2145042978,-2144259240,-2142358153,-2141444662
15601509,15601522,15601483,15601535
-2144964401,-2143491361,-2142739504,-2141771299
-2144887703,-2143431051,-2142409478,-2142226133
15601502,15601515,15601476,15601528
-2144617381,-2144085261,-2142490052,-2141592703
-2144851233,-2143584177,-2143105952,-2141533171
15601500,15601513,15601474,15601526
15601636,15601648,15601612,15601660
-2144692200,-2143438002,-2142482879,-2142058248
-2145274951,-2144099163,-2142636854,-2141256933
-2144968159,-2143857923,-2142365326,-2142027693
-2144889582,-2144138620,-2142746677,-2141305754
-2144579032,-2143530818,-2142849327,-2141820120
-2145355407,-2143477459,-2142592702,-2142107069
15601507,15601520,15601481,15601533
-2144929810,-2143303480,-2142724601,-2141206534
-2145198253,-2144038853,-2142306828,-2141711767
15601633,15601645,15601609,15601657
-2145238481,-2144252289,-2142284752,-2141612547
-2144577153,-2143871825,-2142512128,-2141691923
-2145317058,-2143971592,-2142951977,-2141285910
-2145004629,-2143704797,-2142717428,-2141672079
-2144502334,-2143470508,-2142519301,-2141226378
-2144498576,-2144152522,-2142893479,-2142018560
-2144694079,-2144145571,-2142820078,-2142186445
-2144927931,-2143644487,-2142387402,-2142126913
-2144655730,-2143591128,-2143179353,-2141365286
-2144847475,-2144266191,-2142431554,-2141276777
-2144343301,-2143324333,-2142944804,-2141751455
-2145119676,-2144319550,-2142688179,-2142038404
15601503,15601516,15601477,15601529
-2144926052,-2143985494,-2143098779,-2141998716
-2145161783,-2144191979,-2143003302,-2142067381
15601631,15601643,15601607,15601655
-2144460227,-2143598079,-2143252754,-2141197401
-2145236602,-2143544720,-2142996129,-2141484350
-2144734307,-2143310431,-2142798002,-2142087225
-2145200132,-2143697846,-2142644027,-2141839964
-2144812884,-2144078310,-2142416651,-2141760588
15601635,15601647,15601611,15601659
-2144811005,-2143370741,-2143128028,-2141632391
-2145123434,-2143637536,-2142314001,-2141246222
-2144615502,-2143377692,-2143201429,-2141464506
-2144774535,-2143523867,-2142775926,-2141988005
-2144538804,-2143317382,-2142871403,-2141919340
-2144421878,-2144092212,-2142563453,-2141424818
15601510,15601523,15601484,15601536
-2144849354,-2143925184,-2142768753,-2141404974
-2145353528,-2143818466,-2142255503,-2141978872
-2145121555,-2143978543,-2143025378,-2142166601
-2144536925,-2143658389,-2142534204,-2141791143
-2144463985,-2143964641,-2142878576,-2141453795
15601505,15601518,15601479,15601531
-2144385408,-2144245338,-2143259927,-2141780432
15601634,15601646,15601610,15601658
15601629,15601641,15601605,15601653
15601500,15601513,15601474,15601526
-2144383529,-2143537769,-2142922728,-2141652235
15601506,15601519,15601480,15601532
-2144540683,-2144024951,-2143208602,-2142047537
15601636,15601729,15601728,15601730
15601628,15601640,15601604,15601652
-2145159904,-2143484410,-2142666103,-2141939184
-2144966280,-2144198930,-2143076703,-2141899496
15601627,15601639,15601603,15601651
-2144423757,-2143751205,-2142900652,-2141553015
15601508,15601521,15601482,15601534
-2144772656,-2143864874,-2142438727,-2141859808
-2144462106,-2144305648,-2142541377,-2141325598
-2145085085,-2144131669,-2142673276,-2141473639
-2144500455,-2143811515,-2143230678,-2142146757
-2144657609,-2144298697,-2142467976,-2141493483
