-2147168118,-2146165083,-2144716050,-2144286008
-2146859150,-2146369299,-2144937754,-2143608144
-2147074869,-2145511358,-2145220871,-2143366743
-2147414654,-2146233155,-2144440426,-2143710528
-2146920784,-2146124173,-2144868848,-2143988562
-2147168916,-2146137921,-2144838876,-2144110358
-2147383837,-2146355718,-2144999167,-2144044607
-2147105686,-2145388795,-2144662130,-2144081240
-2147415452,-2146205993,-2144563252,-2143534878
-2146829131,-2145416124,-2144570745,-2143766573
-2147477884,-2145933705,-2144617172,-2143739646
-2146675844,-2146001777,-2144341548,-2144212742
-2146984014,-2145824723,-2145045594,-2144017680
-2146613412,-2146274065,-2145336204,-2144007974
-2146614210,-2146246903,-2144410454,-2143832324
-2147198137,-2146069682,-2145083059,-2144127579
-2147291386,-2145674831,-2144578238,-2143998268
-2146552576,-2145443453,-2144479360,-2143451906
-2146859948,-2146342137,-2145060580,-2143432494
-2146612614,-2146301227,-2145213378,-2144183624
-2146982418,-2145879047,-2144799942,-2143320404
-2146459327,-2145838304,-2144984181,-2143581217
-2147477086,-2145960867,-2144494346,-2143915296
-2146799112,-2145511525,-2145252312,-2143925002
-2146767497,-2145661250,-2144639651,-2143386155
-2147477884,-2145933705,-2144617172,-2143739646
-2146952399,-2145974448,-2144432933,-2143478833
-2147106484,-2146410209,-2144784956,-2143905590
-2146490144,-2145715741,-2144425440,-2144295714
-2146737478,-2145756651,-2145321218,-2143544584
-2147446269,-2146083430,-2145053087,-2144249375
-2146705065,-2145933538,-2144585731,-2144229963
-2147260569,-2145797394,-2145136979,-2144332347
-2146797516,-2145565849,-2145006660,-2144276302
-2147014033,-2145729322,-2144364027,-2143859251
-2146766699,-2145688412,-2144516825,-2143561805
-2146460125,-2145811142,-2145107007,-2143405567
-2147353020,-2145429705,-2144509332,-2143330110
-2146891563,-2146192412,-2144624665,-2143971341
-2146922380,-2146069849,-2145114500,-2143637262
-2146644229,-2146151502,-2144777463,-2143673895
-2147384635,-2146328556,-2145121993,-2143868957
-2147167320,-2146192245,-2144593224,-2143413082
-2147044850,-2145606759,-2144853862,-2143525172
-2146458529,-2145865466,-2144861355,-2143756867
-2147075667,-2145484196,-2145343697,-2144239669
-2146582595,-2146396628,-2144846369,-2143293477
-2146890765,-2146219574,-2144501839,-2144146991
-2147044052,-2145633921,-2144731036,-2143700822
-2146675046,-2146028939,-2145267298,-2143339816
-2146736680,-2145783813,-2145198392,-2143720234
-2146828333,-2145443286,-2144447919,-2143942223
-2147353818,-2145402543,-2144632158,-2144203036
-2147229752,-2145919957,-2144647144,-2143617850
-2146550980,-2145497777,-2145282284,-2143803206
-2146706661,-2145879214,-2144831383,-2143878663
-2146643431,-2146178664,-2144654637,-2143849545
-2147476288,-2145988029,-2144371520,-2144090946
-2147292184,-2145647669,-2144701064,-2143822618
-2146705863,-2145906376,-2144708557,-2144054313
-2146489346,-2145742903,-2145351190,-2143422788
-2147136503,-2146314808,-2145151965,-2143747161
-2147322203,-2145552268,-2145068073,-2143664189
-2146889967,-2146246736,-2144379013,-2144322641
-2147137301,-2146287646,-2145274791,-2143571511
-2146490942,-2145688579,-2144548266,-2144120064
-2146829929,-2145388962,-2144693571,-2143590923
-2147107282,-2146383047,-2144907782,-2143729940
-2146953197,-2145947286,-2144555759,-2143303183
-2146798314,-2145538687,-2145129486,-2144100652
-2146520961,-2145593178,-2144915275,-2143961635
-2146674248,-2146056101,-2145144472,-2143515466
-2147198935,-2146042520,-2145205885,-2143951929
-2147416250,-2146178831,-2144686078,-2143359228
-2146551778,-2145470615,-2144356534,-2143627556
-2147445471,-2146110592,-2144930261,-2143376449
-2146581797,-2146423790,-2144723543,-2143469127
-2147013235,-2145756484,-2145289777,-2144034901
-2147199733,-2146015358,-2145328711,-2143776279
-2147138099,-2146260484,-2144349041,-2143395861
-2147476288,-2145988029,-2144371520,-2144090946
-2147014831,-2145702160,-2144486853,-2143683601
-2146583393,-2146369466,-2144969195,-2144166403
-2146951601,-2146001610,-2145358683,-2143654483
-2147477086,-2145960867,-2144494346,-2143915296
-2146768295,-2145634088,-2144762477,-2144259081
-2147447067,-2146056268,-2145175913,-2144073725
-2147261367,-2145770232,-2145259805,-2144156697
-2147230550,-2145892795,-2144769970,-2143442200
-2146860746,-2146314975,-2145183406,-2144305420
-2147045648,-2145579597,-2144976688,-2143349522
-2146735882,-2145810975,-2145075566,-2143895884
-2146921582,-2146097011,-2144991674,-2143812912
-2146521759,-2145566016,-2145038101,-2143785985
-2146520163,-2145620340,-2144792449,-2144137285
-2147323001,-2145525106,-2145190899,-2143488539
-2147076465,-2145457034,-2144417947,-2144064019
-2146645027,-2146124340,-2144900289,-2143498245
-2146983216,-2145851885,-2144922768,-2144193330
-2147447067,-2146056268,-2145175913,-2144073725
