-2143829649,-2142700424,-2141983598
-2143911334,-2142257263,-2141382093
-2143796975,-2142458258,-2142224200
-2143654385,-2142943400,-2141399438
-2143458341,-2142538980,-2141794474
-2143682616,-2142659253,-2142017731
-2143747964,-2143143585,-2141536527
-2143939565,-2143021692,-2142000386
-2143666279,-2142538170,-2142138032
-2144327210,-2142255643,-2142069209
-2144200957,-2142861868,-2142172722
-2143442004,-2142417897,-2141914775
-2144266305,-2142297624,-2141691518
-2143638048,-2142822317,-2141519739
-2143862323,-2142942590,-2141742996
-2143617268,-2143223497,-2141450359
-2143507352,-2142902229,-2141433571
-2144086598,-2143062863,-2141966253
-2143491015,-2142781146,-2141553872
-2144331653,-2142781956,-2141210314
-2143993019,-2142862678,-2141829164
-2143556363,-2143265478,-2142121244
-2143698953,-2142780336,-2141897430
-2143621711,-2142701234,-2141640040
-2143343982,-2142739975,-2141588005
-2144298979,-2142539790,-2141450916
-2143649942,-2142417087,-2141209757
-2144025693,-2143104844,-2141588562
-2144310873,-2143183136,-2142189510
-2144294536,-2143062053,-2141261235
-2144184620,-2142740785,-2141244447
-2143960345,-2142620512,-2142069766
-2144278199,-2142940970,-2141381536
-2143572700,-2142337985,-2142000943
-2143764301,-2143264668,-2141416226
-2144009356,-2142983761,-2141708863
-2143988576,-2142336365,-2141639483
-2143348425,-2143266288,-2141777686
-2144021250,-2142578531,-2141398881
-2143409330,-2143224307,-2142155377
-2143878660,-2143063673,-2141622695
-2143540026,-2143144395,-2141192969
-2144037587,-2142699614,-2141278580
-2143633605,-2142296004,-2141330058
-2144315316,-2142660873,-2141330615
-2143589037,-2142459068,-2141880642
-2143332088,-2143145205,-2141897987
-2143600931,-2143102414,-2141570660
-2143670722,-2143064483,-2141279137
-2143551920,-2142739165,-2141931563
-2143894997,-2143184756,-2141502394
-2144151946,-2142498619,-2141485049
-2143425667,-2142296814,-2142035076
-2143890554,-2142658443,-2141312713
-2144261862,-2142819887,-2141501837
-2144310873,-2143183136,-2142189510
-2144119272,-2142256453,-2141725651
-2144229188,-2142577721,-2141742439
-2144249968,-2143225117,-2141811819
-2143376656,-2142982141,-2141347403
-2143584594,-2142981331,-2141690961
-2144168283,-2142619702,-2141364748
-2143360319,-2142861058,-2141467704
-2143311308,-2142497809,-2141828607
-2143944008,-2142499429,-2142190067
-2143605374,-2142580151,-2141760341
-2144217294,-2142982951,-2142052421
-2143731627,-2143022502,-2141656828
-2144004913,-2142457448,-2141519182
-2143955902,-2143142775,-2141880085
-2144102935,-2143183946,-2141845952
-2143315751,-2143024122,-2142018288
-2144327210,-2142255643,-2142069209
-2143972239,-2143263858,-2141759784
-2143780638,-2142337175,-2141295925
-2143845986,-2142821507,-2141863297
-2144245525,-2142698804,-2141622138
-2144282642,-2142418707,-2141571217
-2143813312,-2142579341,-2142103899
-2144070261,-2142941780,-2142086554
-2143715290,-2142901419,-2141777129
-2144233631,-2143104034,-2141932120
-2143906891,-2142779526,-2141192412
-2143923228,-2142900609,-2142120687
-2143687059,-2143185566,-2142207412
-2144053924,-2142820697,-2142206855
-2143568257,-2142860248,-2141811262
-2143535583,-2142618082,-2142051864
-2143392993,-2143103224,-2141227102
-2144135609,-2142377536,-2141605350
-2143294971,-2142376726,-2141948908
-2144042030,-2143225927,-2141468261
-2143474678,-2142660063,-2141674173
-2143976682,-2142741595,-2141949465
-2144331653,-2142781956,-2141210314
-2143327645,-2142618892,-2141708306
-2143523689,-2143023312,-2141313270
-2144315316,-2142660873,-2141330615
-2143299414,-2142903039,-2142138589
-2143927671,-2142378346,-2141261792
