-2145141550,-2143397454,-2143238348,-2141935578
-2144843006,-2144192606,-2142471004,-2141276490
-2145003673,-2143304021,-2142940811,-2141639771
-2144812493,-2144254361,-2142672623,-2142014199
-2145049632,-2144034216,-2143039990,-2141388848
-2145363622,-2144031014,-2143059556,-2141486146
-2144858452,-2143935980,-2142771802,-2141763276
-2145087868,-2143844148,-2142464482,-2141943108
-2145187509,-2144127649,-2142288951,-2141684655
-2144422031,-2143589123,-2142755497,-2141856957
-2145133827,-2143525767,-2142563661,-2141692185
-2144506226,-2144129250,-2142279168,-2142160294
-2145233468,-2143809268,-2142388130,-2141433732
-2144605867,-2143364175,-2143152213,-2141901841
-2145317663,-2143300819,-2142960377,-2141737069
-2144835283,-2144320919,-2142844893,-2142081673
-2144751088,-2143780792,-2142272646,-2141778336
-2144521672,-2143872624,-2142579966,-2141598504
-2144628657,-2143430733,-2142275907,-2141969315
-2145218022,-2144065894,-2143135908,-2141995522
-2144467990,-2144319318,-2142854676,-2141606034
-2144651826,-2144094370,-2143251392,-2141650918
-2144919478,-2143812470,-2142368564,-2141336434
-2144391518,-2143650878,-2142957116,-2141546090
-2144973160,-2143365776,-2143142430,-2141328904
-2145271704,-2143619200,-2142861198,-2141987992
-2144758811,-2143652479,-2142947333,-2142021729
-2144544462,-2143939182,-2142752236,-2141665978
-2144674616,-2144160928,-2142375086,-2141718392
-2144376072,-2143907504,-2142656318,-2142107880
-2145348176,-2144287640,-2142758758,-2142047936
-2144552185,-2143810869,-2142378347,-2141909371
-2145355899,-2144159327,-2142384869,-2141242753
-2145057355,-2143905903,-2142666101,-2141632241
-2145195232,-2143999336,-2142963638,-2141928048
-2144927201,-2143684157,-2143043251,-2141579827
-2144736021,-2143585921,-2142775063,-2141954255
-2144797047,-2143462411,-2142371825,-2141527413
-2145095591,-2143715835,-2143139169,-2142186501
-2145256258,-2143875826,-2142560400,-2141501206
-2144942647,-2143427531,-2142295473,-2142066613
-2144598144,-2143492488,-2142477526,-2141658448
-2144965437,-2143494089,-2142467743,-2142134087
-2145294494,-2143685758,-2143033468,-2142055466
-2144345559,-2143969259,-2142857937,-2141797013
-2144567631,-2143554243,-2142679145,-2141347581
-2145386412,-2144097572,-2143231826,-2141553620
-2145363622,-2144031014,-2143059556,-2141486146
-2145149273,-2144317717,-2142864459,-2142178971
-2145019119,-2144095971,-2143241609,-2142126557
-2144383795,-2143779191,-2142282429,-2141302697
-2144460267,-2143399055,-2143228565,-2141362641
-2144636380,-2143302420,-2142950594,-2142212708
-2144437477,-2143332497,-2143056295,-2141295167
-2144850729,-2144064293,-2143145691,-2141519883
-2144590421,-2143620801,-2142851415,-2141415055
-2145386412,-2144097572,-2143231826,-2141553620
-2145011396,-2144224284,-2142566922,-2141883164
-2145263981,-2143747513,-2143235087,-2141744599
-2145065078,-2143777590,-2142292212,-2141875634
-2145026842,-2143967658,-2142867720,-2141321374
-2144980883,-2144286039,-2142768541,-2141572297
-2145279427,-2143490887,-2142487309,-2142231385
-2144475713,-2144191005,-2142480787,-2141849427
-2144720575,-2143842547,-2142474265,-2141467469
-2144804770,-2143334098,-2143046512,-2141770806
-2145172063,-2143335699,-2143036729,-2141197869
-2144690062,-2143904302,-2142675884,-2142205178
-2144559908,-2143682556,-2143053034,-2142152764
-2144353282,-2143840946,-2142484048,-2142040406
-2145378689,-2144225885,-2142557139,-2141310227
-2144881242,-2144002538,-2142944072,-2141830750
-2144712852,-2143970860,-2142848154,-2141224076
-2144498503,-2144257563,-2142653057,-2141916901
-2145225745,-2143937581,-2142762019,-2142238915
-2145378689,-2144225885,-2142557139,-2141310227
-2144774257,-2143395853,-2143248131,-2141459939
-2145111037,-2143459209,-2142391391,-2141624711
-2144820216,-2144126048,-2142298734,-2141209016
-2144429754,-2143460810,-2142381608,-2142100350
-2144414308,-2143717436,-2143129386,-2141613564
-2144513949,-2144000937,-2142953855,-2141355111
-2144934924,-2143555844,-2142669362,-2141823220
-2144644103,-2144222683,-2142576705,-2141407525
-2145309940,-2143429132,-2142285690,-2141493676
-2144888965,-2143874225,-2142570183,-2142074143
-2145340453,-2143367377,-2143132647,-2141804543
-2145179786,-2144255962,-2142662840,-2141441262
-2144728298,-2143714234,-2143148952,-2141710862
-2144483436,-2144062692,-2143155474,-2142092820
-2144896688,-2143745912,-2143244870,-2141268960
-2144666893,-2144289241,-2142748975,-2141474999
-2145355899,-2144159327,-2142384869,-2141242753
-2144399241,-2143522565,-2142583227,-2141789483
-2145210299,-2144194207,-2142461221,-2141752129
-2144582698,-2143749114,-2143225304,-2142220238
-2144766534,-2143524166,-2142573444,-2141216546
-2145103314,-2143587522,-2142765280,-2141381318
-2144682339,-2144032615,-2143049773,-2141961785
-2145302217,-2143557445,-2142659579,-2141250283
