-2134303180,-2133780423
-2133936501,-2133696184
-2134607570,-2133410045
-2134799304,-2133328291
-2134663898,-2133265733
-2134889210,-2133737061
-2134782515,-2133576038
-2134088696,-2133510995
-2134111446,-2132813601
-2134832882,-2132832797
-2134551242,-2133554357
-2133992829,-2133551872
-2134686648,-2133616915
-2134207313,-2133821300
-2134038329,-2133205660
-2133942462,-2133246537
-2134737015,-2132873674
-2134438586,-2133842981
-2134494914,-2133698669
-2134855632,-2133183979
-2134190524,-2133020471
-2134184563,-2133470118
-2133863384,-2133039667
-2134399047,-2133739546
-2134032368,-2133655307
-2134049157,-2133407560
-2134680687,-2133017986
-2133902923,-2133143102
-2134342719,-2132835282
-2133896962,-2133592749
-2134849671,-2133633626
-2134201352,-2133222371
-2134505742,-2132851993
-2133880173,-2133840496
-2134872421,-2132936232
-2134134196,-2133164783
-2134224102,-2133573553
-2134793343,-2133777938
-2134601609,-2132811116
-2134150985,-2132917036
-2134472164,-2133347487
-2134545281,-2132955428
-2134534453,-2133802104
-2133953290,-2133448437
-2134280430,-2133429241
-2133998790,-2133102225
-2134697476,-2133818815
-2134449414,-2132996305
-2134359508,-2133636111
-2134776554,-2132977109
-2134015579,-2132854478
-2134720226,-2133121421
-2133982001,-2133349972
-2133976040,-2133799619
-2134742976,-2133472603
-2134855632,-2133183979
-2134759765,-2133224856
-2134297219,-2133181494
-2134488953,-2133099740
-2134167774,-2133717865
-2134889210,-2133737061
-2134584820,-2133058863
-2134528492,-2133203175
-2134094657,-2133061348
-2134128235,-2133614430
-2134415836,-2133491799
-2134872421,-2132936232
-2134263641,-2133676988
-2134382258,-2132938717
-2134353547,-2133037182
-2133959251,-2132998790
-2133919712,-2132895355
-2134257680,-2133078059
-2134376297,-2133388364
-2134286391,-2132979594
-2134336758,-2133284929
-2134753804,-2133674503
-2134240891,-2133325806
-2134455375,-2133595234
-2134145024,-2133366683
-2133857423,-2133489314
-2133886134,-2133390849
-2134105485,-2133263248
-2134895171,-2133287414
-2134624359,-2133162298
-2134511703,-2133450922
-2134393086,-2133140617
-2134432625,-2133244052
-2134319969,-2133532676
-2134641148,-2132914551
-2134895171,-2133287414
-2134703437,-2133369168
-2134647109,-2133513480
-2134816093,-2133080544
-2134590781,-2133657792
-2134246852,-2132876159
-2134071907,-2133758742
-2134055118,-2132957913
-2134568031,-2133306610
-2134838843,-2133431726
