-2147065537,-2146079883,-2145179524,-2143860394,-2142880909
13105554,13105567,13105580,13105593,13105606
-2147051698,-2146218138,-2145343991,-2143483627,-2142726902
-2146845558,-2146004438,-2145148099,-2143460079,-2142379930
-2146976738,-2146235754,-2144700807,-2143379739,-2143268006
-2147472916,-2145587000,-2144721757,-2143996141,-2142553416
-2146518040,-2146351412,-2145001449,-2143339569,-2143187756
-2147341736,-2146404260,-2145169049,-2144076481,-2142713916
-2146789338,-2145755506,-2145189999,-2143644307,-2143047902
-2147309157,-2145760487,-2144648432,-2143411598,-2142433041
13105555,13105568,13105581,13105594,13105607
13105557,13105570,13105583,13105596,13105609
-2146794239,-2145627213,-2144990974,-2143555656,-2143020763
-2146588099,-2145413513,-2144795082,-2143532108,-2142673791
13105560,13105573,13105586,13105599,13105612
-2146456919,-2146230773,-2145242374,-2143612448,-2142834291
-2146719279,-2145644829,-2144347790,-2143451768,-2142513291
-2147435436,-2146120096,-2144400165,-2143419909,-2142299680
-2147454176,-2145853548,-2145085249,-2143708025,-2142426548
-2146920518,-2145986822,-2144742707,-2143563967,-2142887402
-2146700539,-2145911377,-2144711282,-2144212228,-2142386423
-2146531879,-2146213157,-2144836982,-2143716336,-2142293187
-2146738019,-2146426857,-2145032874,-2143739884,-2142640159
-2146475659,-2145964225,-2144878882,-2143900564,-2142961159
-2146770598,-2146022054,-2144504915,-2143356191,-2142921034
-2147271677,-2146293583,-2145375416,-2143883942,-2143227881
-2147014218,-2145702658,-2145022399,-2143955971,-2142473166
13105556,13105569,13105582,13105595,13105608
-2147266776,-2146421876,-2144525865,-2143972593,-2143255020
13105619,13105624,13105629,13105634,13105639
13105558,13105571,13105584,13105597,13105610
-2147121757,-2146328815,-2145137624,-2143676166,-2143261513
-2147290417,-2146027035,-2145011924,-2144172058,-2142306173
13105552,13105565,13105578,13105591,13105604
-2146480560,-2145835932,-2144679857,-2143811913,-2142934020
-2147229296,-2145906396,-2145252849,-2143396361,-2143001284
13105621,13105626,13105631,13105636,13105641
-2147360476,-2146137712,-2144805557,-2143316021,-2142840784
-2147028057,-2145564403,-2144857932,-2144332738,-2142627173
-2147140497,-2146062267,-2144774132,-2143964282,-2142339805
-2146499300,-2145569384,-2145364941,-2144100029,-2143060888
-2147285516,-2146155328,-2145210949,-2144260709,-2142333312
-2146625579,-2145928993,-2145116674,-2144108340,-2142927527
-2146494399,-2145697677,-2144515390,-2144188680,-2143088027
-2146443080,-2146369028,-2144358265,-2144284257,-2142680284
-2147327897,-2145493939,-2145333516,-2143699714,-2142559909
-2147304256,-2145888780,-2144847457,-2143500249,-2142460180
-2147196717,-2146311199,-2144732232,-2143780054,-2142720409
13105561,13105574,13105587,13105600,13105613
-2147234197,-2145778103,-2145053824,-2143307710,-2142974145
-2146990577,-2146097499,-2144536340,-2143756506,-2142373437
-2146644319,-2145662445,-2144753182,-2143347880,-2143054395
-2146733118,-2145506574,-2145231899,-2143828535,-2142667298
13105552,13105565,13105578,13105591,13105604
-2146864298,-2145737890,-2144784607,-2143748195,-2142506798
-2146756759,-2146160309,-2144669382,-2144028000,-2142767027
-2147252937,-2145511555,-2144690332,-2143595826,-2143101013
-2146751858,-2146288602,-2144868407,-2144116651,-2142794166
13105563,13105576,13105589,13105602,13105615
-2147084277,-2145813335,-2144816032,-2144148510,-2143007777
-2146939258,-2145720274,-2144379215,-2143852083,-2143014270
-2146901778,-2146253370,-2145106199,-2144324427,-2142760534
-2146461820,-2146102480,-2145043349,-2143523797,-2142807152
-2146536780,-2146084864,-2144637957,-2143627685,-2142266048
-2147416696,-2146386644,-2144763657,-2144180369,-2143221388
-2146883038,-2145471342,-2144421115,-2144036311,-2142633666
-2147177977,-2145529171,-2145095724,-2143491938,-2142593541
-2147435436,-2146120096,-2144400165,-2143419909,-2142299680
-2147103017,-2145546787,-2144452540,-2143388050,-2143134645
-2146714378,-2145773122,-2144546815,-2143540419,-2142540430
13105644,13105655,13105648,13105650,13105656
-2147248036,-2145639848,-2144889357,-2143684477,-2143128152
-2147397956,-2145604616,-2145127149,-2143892253,-2143094520
-2146681799,-2146177925,-2145074774,-2143924112,-2142259555
13105618,13105623,13105628,13105633,13105638
-2146826818,-2146270986,-2144463015,-2144220539,-2142253062
-2147159237,-2145795719,-2144410640,-2144252398,-2142466673
13105562,13105575,13105588,13105601,13105614
-2147472916,-2145587000,-2144721757,-2143996141,-2142553416
-2146550619,-2145946609,-2144473490,-2144004452,-2142420055
-2146808078,-2145488958,-2144826507,-2143932423,-2143174770
13105553,13105566,13105579,13105592,13105605
-2147322996,-2145622232,-2144483965,-2143788365,-2142587048
-2146569359,-2145680061,-2145158574,-2144292568,-2142546923
-2146995478,-2145969206,-2145385891,-2143667855,-2142346298
-2146606839,-2146195541,-2144431590,-2143820224,-2142800659
-2147046797,-2146346431,-2144494440,-2143572278,-2142754041
13105620,13105625,13105630,13105635,13105640
-2146971837,-2146364047,-2144899832,-2143468390,-2142246569
-2147454176,-2145853548,-2145085249,-2143708025,-2142426548
13105644,13105646,13105648,13105650,13105652
-2146957998,-2145453726,-2145064299,-2144140199,-2143141138
-2147032958,-2145436110,-2144658907,-2144244087,-2142600034
13105559,13105572,13105585,13105598,13105611
-2147009317,-2145830951,-2145221424,-2144044622,-2142500305
-2147215457,-2146044651,-2144368740,-2144068170,-2142847277
-2147379216,-2145871164,-2144442065,-2143604137,-2142967652
-2146663059,-2145395897,-2144389690,-2143635996,-2143181263
-2146775499,-2145893761,-2145354466,-2144316116,-2142893895
-2146513139,-2145431129,-2145200474,-2143428220,-2143214895
